applicant_name,gender,age,city,employment_type,bank,monthly_income_pkr,credit_score,loan_amount_pkr,loan_tenure_months,existing_loans,default_history,has_credit_card,approved
Kashif Shah,M,55,Peshawar,Salaried,NBP,266000,851,432000,24,1,0,0,0
Maryam Malik,F,42,Multan,Self-Employed,Alfalah,145600,749,691000,48,1,0,1,0
Taha Rajput,M,51,Lahore,Self-Employed,Standard Chartered,178400,624,1040000,24,0,1,0,0
Amna Sheikh,F,49,Faisalabad,Contract,NBP,142300,731,358000,36,0,1,1,0
Kiran Aslam,F,57,Karachi,Business Owner,Faysal Bank,191900,663,1042000,18,1,0,1,0
Sara Amin,F,32,Faisalabad,Self-Employed,Askari,180000,723,50000,12,0,0,1,1
Amna Siddiqui,F,27,Faisalabad,Self-Employed,Faysal Bank,206300,610,1167000,24,0,0,1,0
Hira Rashid,F,51,Islamabad,Business Owner,JS Bank,160000,719,559000,24,0,0,1,1
Haroon Butt,M,46,Karachi,Salaried,Standard Chartered,94500,647,690000,36,2,0,1,0
Rabia Haider,F,60,Karachi,Salaried,Meezan,164300,540,473000,36,1,0,1,0
Shahzaib Ahmed,M,24,Karachi,Contract,UBL,164200,682,808000,12,0,0,1,0
Faisal Tariq,M,22,Karachi,Business Owner,Meezan,118600,626,375000,24,1,0,1,0
Umar Saleem,M,40,Peshawar,Contract,Standard Chartered,166800,601,366000,60,0,0,0,1
Hira Amin,F,45,Karachi,Self-Employed,JS Bank,78300,577,985000,12,0,0,1,1
Tufail Iqbal,M,55,Karachi,Salaried,Askari,122500,640,50000,18,0,0,0,1
Rizwan Latif,M,47,Rawalpindi,Contract,HBL,43600,653,591000,24,2,1,1,0
Faiz Tariq,M,50,Lahore,Salaried,Alfalah,36600,691,1151000,24,3,0,1,0
Sameer Mirza,M,36,Lahore,Salaried,UBL,109700,633,460000,36,2,1,0,0
Kashif Sheikh,M,44,Karachi,Salaried,Alfalah,142400,618,1296000,24,0,0,1,0
Usman Latif,M,26,Quetta,Self-Employed,Faysal Bank,132300,644,122000,48,0,0,0,1
Anas Amin,M,48,Gujranwala,Self-Employed,JS Bank,234900,683,223000,48,2,0,1,1
Sameer Zafar,M,26,Lahore,Self-Employed,HBL,75100,671,50000,36,1,0,1,0
Hussain Haider,M,27,Karachi,Self-Employed,Meezan,137800,685,50000,60,1,0,0,1
Hassan Rajput,M,27,Rawalpindi,Business Owner,Askari,117800,606,292000,12,0,0,1,0
Sohail Malik,M,58,Faisalabad,Salaried,Standard Chartered,100700,585,1095000,36,0,0,0,0
Umar Akhtar,M,27,Karachi,Business Owner,Alfalah,122800,717,198000,36,2,0,0,0
Amna Awan,F,29,Lahore,Salaried,Faysal Bank,101200,703,617000,18,1,0,1,0
Umar Naseer,M,60,Karachi,Contract,Faysal Bank,96300,541,77000,24,0,0,0,1
Hina Aslam,F,27,Karachi,Salaried,Standard Chartered,62800,688,922000,18,0,0,1,1
Bushra Gill,F,42,Lahore,Salaried,Alfalah,166400,663,345000,12,0,0,0,0
Hamza Mahmood,M,26,Lahore,Salaried,Meezan,174700,588,1373000,18,1,0,1,0
Umar Butt,M,38,Lahore,Salaried,Alfalah,125700,798,921000,12,1,0,1,0
Ahmed Niaz,M,58,Lahore,Self-Employed,Standard Chartered,128100,560,50000,18,0,1,0,0
Areeba Malik,F,34,Karachi,Business Owner,HBL,145200,740,50000,12,1,0,1,1
Ayesha Nawaz,F,39,Karachi,Salaried,Askari,162900,610,741000,12,0,0,0,1
Alina Mahmood,F,56,Karachi,Business Owner,HBL,100400,594,260000,24,0,0,0,1
Sohail Farooq,M,42,Lahore,Self-Employed,UBL,166400,682,896000,48,1,0,0,1
Abdullah Gill,M,58,Karachi,Self-Employed,HBL,118700,603,917000,18,0,0,1,0
Arslan Mirza,M,36,Islamabad,Salaried,HBL,99700,762,1049000,48,0,1,1,0
Amna Rehman,F,30,Faisalabad,Contract,Faysal Bank,96900,755,1225000,6,1,0,1,0
Sohail Rajput,M,22,Peshawar,Salaried,HBL,126900,651,568000,12,2,0,0,0
Dania Mahmood,F,36,Hyderabad,Contract,Faysal Bank,47000,694,1317000,36,0,0,1,0
Ayesha Hussain,F,23,Lahore,Salaried,HBL,76900,726,90000,60,1,0,0,1
Shahzaib Siddiqui,M,44,Hyderabad,Salaried,Askari,91600,596,1162000,6,1,0,0,0
Bilal Rehman,M,21,Peshawar,Self-Employed,Standard Chartered,151900,775,639000,48,3,0,1,0
Asad Mehmood,M,25,Karachi,Business Owner,Standard Chartered,50400,632,1440000,24,1,1,0,0
Anaya Niaz,F,42,Lahore,Salaried,UBL,161300,669,1635000,24,0,0,1,0
Shahzaib Mirza,M,45,Karachi,Unemployed,NBP,47300,662,1381000,18,2,0,0,0
Fariha Hussain,F,28,Peshawar,Salaried,Standard Chartered,83200,633,1380000,18,0,0,0,0
Asad Farooq,M,50,Lahore,Salaried,JS Bank,120300,636,801000,48,1,0,1,0
Maryam Syed,F,37,Karachi,Salaried,MCB,164500,703,50000,60,1,0,0,1
Ayesha Nawaz,F,28,Multan,Self-Employed,Meezan,133300,713,1419000,36,2,0,1,0
Junaid Ahmed,M,39,Multan,Self-Employed,Faysal Bank,122500,596,859000,6,1,0,0,0
Fariha Zafar,F,57,Islamabad,Contract,HBL,136200,668,1250000,36,1,0,0,0
Bushra Siddiqui,F,42,Lahore,Salaried,Meezan,175800,606,670000,12,2,0,1,0
Anum Naseer,F,55,Karachi,Business Owner,Alfalah,127700,606,1104000,60,0,0,0,0
Abdullah Mehmood,M,56,Faisalabad,Self-Employed,UBL,106500,794,1419000,18,0,0,1,1
Kashif Niaz,M,30,Faisalabad,Salaried,Meezan,140800,659,453000,36,0,0,0,1
Danish Haider,M,22,Lahore,Self-Employed,MCB,105100,591,1089000,24,0,0,1,0
Anas Ali,M,47,Faisalabad,Salaried,NBP,74000,705,803000,36,0,0,1,0
Moiz Mehmood,M,40,Karachi,Business Owner,MCB,125600,645,992000,24,2,0,0,0
Sajid Malik,M,35,Lahore,Salaried,Alfalah,74300,681,946000,12,1,0,1,0
Noman Rashid,M,26,Lahore,Business Owner,UBL,83000,605,1422000,6,1,0,1,0
Noman Mahmood,M,26,Gujranwala,Salaried,Meezan,192100,676,481000,12,0,0,0,1
Sameer Sheikh,M,58,Lahore,Salaried,JS Bank,61100,736,870000,24,1,0,1,0
Kiran Malik,F,26,Karachi,Salaried,NBP,122100,738,854000,36,0,1,0,0
Sana Amin,F,57,Karachi,Salaried,UBL,35600,764,942000,18,1,0,1,0
Zain Rehman,M,31,Gujranwala,Salaried,Askari,190900,652,178000,48,0,0,1,1
Kashif Rashid,M,26,Gujranwala,Self-Employed,Meezan,140800,632,1001000,36,1,0,1,0
Hina Mirza,F,41,Faisalabad,Salaried,Alfalah,187700,677,1411000,36,1,0,1,0
Usman Mirza,M,25,Lahore,Self-Employed,Standard Chartered,96600,670,599000,24,0,0,1,0
Sameer Chaudhry,M,31,Rawalpindi,Salaried,NBP,227600,656,114000,24,1,0,0,0
Kashif Syed,M,25,Rawalpindi,Salaried,NBP,67200,605,1149000,6,0,0,0,0
Areeba Farooq,F,21,Karachi,Self-Employed,Alfalah,166800,814,454000,18,0,0,1,1
Tufail Mahmood,M,24,Karachi,Salaried,JS Bank,25000,695,84000,60,3,0,0,1
Anaya Syed,F,59,Lahore,Business Owner,JS Bank,134000,557,807000,12,0,0,1,0
Ayla Iqbal,F,27,Lahore,Self-Employed,UBL,134400,677,148000,36,1,0,0,0
Imran Akhtar,M,29,Lahore,Business Owner,JS Bank,162000,741,107000,36,0,1,0,0
Laiba Malik,F,27,Karachi,Salaried,Standard Chartered,98100,855,1215000,18,0,0,1,0
Kiran Tariq,F,24,Islamabad,Self-Employed,Meezan,159000,690,808000,18,0,1,0,0
Anas Hussain,M,27,Faisalabad,Self-Employed,Askari,110800,735,149000,12,2,0,1,1
Haroon Rehman,M,25,Peshawar,Contract,Faysal Bank,157300,708,531000,36,0,1,1,0
Hassan Saeed,M,26,Lahore,Self-Employed,HBL,162600,637,2046000,18,0,0,1,0
Faiz Saeed,M,39,Karachi,Salaried,NBP,59900,705,737000,36,2,0,1,0
Shahzaib Raza,M,36,Karachi,Salaried,Standard Chartered,138100,664,714000,18,0,1,0,0
Eman Akhtar,F,28,Islamabad,Self-Employed,MCB,135000,625,221000,12,0,0,0,1
Noman Nawaz,M,31,Karachi,Contract,NBP,21200,693,808000,24,1,0,1,0
Ali Mehmood,M,39,Multan,Salaried,Askari,188400,695,176000,18,0,0,1,1
Ayla Rehman,F,37,Lahore,Salaried,HBL,74200,731,50000,24,0,0,1,0
Hassan Gill,M,25,Islamabad,Business Owner,HBL,168800,743,908000,36,0,0,1,0
Eman Mirza,F,56,Lahore,Self-Employed,JS Bank,157800,553,104000,12,0,0,1,0
Sahar Rajput,F,36,Karachi,Salaried,Meezan,120800,615,913000,48,0,0,0,1
Noman Tariq,M,35,Faisalabad,Self-Employed,Faysal Bank,178500,779,1692000,24,1,0,0,1
Rizwan Awan,M,43,Lahore,Salaried,Standard Chartered,159200,635,1096000,12,0,0,1,0
Zoya Haider,F,32,Lahore,Salaried,NBP,128500,604,50000,24,0,0,1,1
Noor Naseer,F,45,Faisalabad,Salaried,Meezan,77000,552,388000,12,0,0,1,0
Hafsa Tariq,F,57,Lahore,Salaried,Standard Chartered,124500,762,223000,12,1,0,0,1
Shahzaib Mirza,M,54,Rawalpindi,Contract,MCB,146900,662,755000,60,1,0,0,0
Maryam Khan,F,33,Faisalabad,Unemployed,Standard Chartered,28500,596,1015000,24,0,0,1,0
Awais Chaudhry,M,24,Gujranwala,Self-Employed,Meezan,62200,621,66000,24,0,1,1,0
Rizwan Chaudhry,M,25,Faisalabad,Salaried,Faysal Bank,171400,614,820000,24,1,0,0,0
Asad Tariq,M,29,Karachi,Self-Employed,NBP,114000,815,1373000,12,1,0,0,0
Anaya Hussain,F,45,Islamabad,Contract,MCB,135600,726,832000,48,0,0,0,0
Ali Iqbal,M,40,Islamabad,Contract,Askari,80900,712,512000,24,0,0,1,0
Ali Nawaz,M,32,Karachi,Salaried,Meezan,143000,714,1333000,12,1,0,1,0
Zoya Aslam,F,28,Faisalabad,Self-Employed,Alfalah,124300,774,1432000,36,0,0,1,0
Danish Raza,M,41,Lahore,Salaried,Alfalah,92000,836,835000,36,1,0,0,0
Sajid Akhtar,M,59,Islamabad,Self-Employed,Askari,163300,691,656000,12,0,0,1,1
Kashif Rajput,M,51,Karachi,Salaried,NBP,84300,657,922000,60,0,0,1,0
Shahzaib Aslam,M,31,Karachi,Business Owner,UBL,56200,810,1553000,36,0,0,0,0
Sidra Butt,F,43,Lahore,Self-Employed,NBP,175200,638,356000,24,0,0,1,1
Amna Akhtar,F,41,Karachi,Salaried,Alfalah,93800,754,1000000,24,0,0,1,0
Usman Siddiqui,M,53,Gujranwala,Self-Employed,Meezan,152600,603,1528000,36,1,0,0,0
Kiran Chaudhry,F,34,Faisalabad,Salaried,UBL,131000,701,1339000,60,1,1,0,0
Ayla Ahmed,F,34,Karachi,Contract,Faysal Bank,128000,678,50000,60,0,0,0,1
Muhammad Iqbal,M,38,Lahore,Salaried,Standard Chartered,160400,662,846000,6,0,0,1,0
Zainab Javed,F,27,Quetta,Salaried,Faysal Bank,141900,696,1173000,60,2,0,0,0
Asad Malik,M,55,Islamabad,Business Owner,Meezan,199600,648,1197000,12,0,0,1,0
Areeba Naseer,F,36,Lahore,Contract,UBL,136800,548,1545000,6,0,1,1,0
Laiba Rehman,F,55,Lahore,Self-Employed,Alfalah,110000,738,216000,6,0,0,1,1
Eman Syed,F,37,Karachi,Contract,Meezan,78300,657,608000,60,0,0,1,0
Usman Malik,M,48,Lahore,Salaried,UBL,146800,672,1030000,36,0,0,0,0
Mehak Saleem,F,49,Karachi,Salaried,HBL,43300,793,949000,12,0,0,1,0
Bilal Khan,M,52,Rawalpindi,Contract,Standard Chartered,53500,663,1755000,12,1,0,1,0
Ammar Javed,M,48,Karachi,Salaried,Askari,44800,705,234000,18,0,1,0,0
Ibrahim Sheikh,M,48,Lahore,Unemployed,Alfalah,42400,622,1347000,24,2,1,0,0
Anaya Qureshi,F,33,Quetta,Contract,Standard Chartered,143500,836,1019000,36,1,0,1,0
Taha Amin,M,23,Lahore,Salaried,Alfalah,157100,634,644000,12,0,0,1,0
Eman Shah,F,58,Lahore,Business Owner,NBP,164700,603,934000,60,1,0,0,0
Amna Qureshi,F,54,Lahore,Business Owner,Faysal Bank,134500,494,988000,48,0,0,0,0
Moiz Shah,M,32,Karachi,Salaried,Alfalah,109700,724,50000,36,0,0,0,1
Umar Raza,M,21,Faisalabad,Salaried,Askari,137100,713,834000,12,2,0,0,0
Noman Aslam,M,60,Rawalpindi,Contract,Faysal Bank,128600,663,1088000,18,1,0,0,0
Anas Mehmood,M,24,Karachi,Salaried,HBL,69900,663,1309000,48,0,0,0,0
Nimra Sheikh,F,22,Lahore,Salaried,Standard Chartered,152100,650,891000,36,0,0,0,0
Noman Syed,M,60,Lahore,Salaried,MCB,168500,797,1061000,24,3,0,1,0
Amna Gill,F,47,Peshawar,Salaried,Standard Chartered,156700,630,1024000,24,1,0,0,1
Hussain Mirza,M,45,Lahore,Salaried,NBP,53000,663,957000,18,1,0,0,0
Sidra Rehman,F,45,Islamabad,Salaried,JS Bank,153300,542,848000,36,0,0,1,1
Hina Latif,F,50,Hyderabad,Business Owner,UBL,157200,716,929000,36,0,1,1,0
Fariha Siddiqui,F,44,Karachi,Unemployed,HBL,47600,676,1212000,24,0,1,1,0
Ayesha Haider,F,50,Faisalabad,Salaried,Askari,114200,718,418000,60,1,0,0,1
Dania Gill,F,52,Rawalpindi,Business Owner,Askari,229000,710,505000,60,0,0,1,0
Kashif Mirza,M,29,Karachi,Self-Employed,MCB,213800,699,669000,12,0,0,1,1
Rizwan Sheikh,M,44,Gujranwala,Business Owner,Askari,211300,630,645000,18,0,0,1,1
Imran Latif,M,34,Faisalabad,Salaried,Alfalah,95300,633,405000,60,0,1,0,0
Anas Amin,M,45,Lahore,Salaried,Faysal Bank,141700,719,861000,36,2,0,1,0
Laiba Siddiqui,F,27,Islamabad,Salaried,Meezan,83800,641,928000,36,1,0,0,0
Haroon Chaudhry,M,56,Lahore,Self-Employed,Standard Chartered,109000,721,1525000,36,0,0,1,0
Mahnoor Tariq,F,31,Karachi,Salaried,UBL,172300,690,426000,48,1,0,1,1
Ahmed Rajput,M,28,Peshawar,Salaried,MCB,122100,729,672000,24,1,0,0,0
Maham Qureshi,F,25,Islamabad,Salaried,JS Bank,113700,601,1853000,36,1,0,1,0
Sohail Malik,M,42,Lahore,Business Owner,JS Bank,262400,647,357000,12,2,0,1,1
Sameer Naseer,M,35,Multan,Self-Employed,NBP,210600,680,1075000,12,0,0,1,0
Ayla Latif,F,49,Lahore,Salaried,Alfalah,71600,625,193000,24,1,0,0,0
Hina Saeed,F,37,Karachi,Salaried,Faysal Bank,125000,651,927000,12,0,0,1,0
Tufail Iqbal,M,33,Karachi,Salaried,Alfalah,102400,644,746000,18,0,0,1,0
Anas Saleem,M,33,Hyderabad,Salaried,UBL,109200,701,1111000,18,1,0,0,0
Tufail Akhtar,M,29,Lahore,Salaried,Faysal Bank,167300,697,709000,24,0,0,0,1
Noman Chaudhry,M,48,Lahore,Salaried,Askari,150700,683,1138000,24,0,0,1,1
Nimra Mahmood,F,26,Lahore,Contract,HBL,41400,604,1033000,36,2,0,1,0
Anum Haider,F,57,Islamabad,Salaried,HBL,170800,633,1807000,36,1,0,0,1
Sameer Malik,M,31,Lahore,Business Owner,UBL,134300,626,389000,36,0,0,1,1
Shahzaib Raza,M,21,Hyderabad,Self-Employed,JS Bank,160800,783,227000,12,0,0,1,1
Sameer Niaz,M,47,Lahore,Salaried,Meezan,151100,579,749000,48,1,0,0,0
Maham Ahmed,F,49,Karachi,Salaried,MCB,154000,602,1091000,36,1,0,1,1
Farhan Awan,M,45,Gujranwala,Salaried,Meezan,94700,676,1196000,24,0,0,1,0
Zoya Mehmood,F,35,Karachi,Salaried,NBP,140000,607,524000,36,0,0,0,0
Umar Rashid,M,27,Hyderabad,Contract,Faysal Bank,134900,633,1699000,18,0,0,1,0
Anas Naseer,M,55,Multan,Unemployed,Standard Chartered,28600,627,776000,24,1,0,0,0
Hussain Mehmood,M,40,Faisalabad,Contract,NBP,84700,546,50000,12,0,0,0,0
Ayla Farooq,F,40,Karachi,Salaried,UBL,75000,680,895000,6,0,0,0,0
Anas Naseer,M,29,Karachi,Salaried,Askari,201400,570,787000,12,0,0,0,1
Noman Naseer,M,52,Karachi,Business Owner,Standard Chartered,89500,824,682000,12,1,1,0,0
Sara Zafar,F,58,Lahore,Salaried,JS Bank,78500,642,910000,36,0,0,0,1
Hussain Saleem,M,46,Faisalabad,Salaried,Alfalah,130700,652,943000,12,1,0,0,0
Amna Iqbal,F,49,Lahore,Salaried,HBL,75500,616,387000,48,0,0,1,0
Faisal Mirza,M,49,Karachi,Salaried,Faysal Bank,201200,681,317000,12,2,0,0,0
Faisal Aslam,M,27,Karachi,Salaried,Askari,65600,699,328000,24,0,0,0,1
Tufail Shah,M,39,Lahore,Salaried,UBL,128600,554,1837000,12,2,0,1,0
Taha Gill,M,32,Karachi,Self-Employed,NBP,186100,700,689000,36,0,0,1,1
Sajid Javed,M,37,Faisalabad,Self-Employed,NBP,76100,700,1380000,24,1,0,1,0
Shahzeb Amin,M,55,Karachi,Salaried,Standard Chartered,84100,572,1393000,12,3,0,1,0
Zain Awan,M,54,Lahore,Salaried,UBL,125600,707,613000,18,0,0,0,0
Sajid Niaz,M,43,Faisalabad,Salaried,HBL,90700,589,1059000,18,1,1,0,0
Taha Rehman,M,25,Islamabad,Salaried,JS Bank,139100,642,1120000,36,1,0,1,1
Tufail Aslam,M,35,Peshawar,Self-Employed,MCB,126800,639,384000,18,0,0,0,1
Ahmed Amin,M,49,Multan,Salaried,Askari,125000,586,419000,60,1,0,0,1
Arslan Syed,M,44,Karachi,Salaried,MCB,150800,599,1124000,12,3,0,0,0
Anas Haider,M,43,Karachi,Self-Employed,Alfalah,93000,831,795000,18,2,0,0,0
Anas Naseer,M,36,Peshawar,Salaried,Standard Chartered,120400,553,50000,60,0,0,0,1
Rizwan Nawaz,M,59,Rawalpindi,Salaried,HBL,109800,740,486000,18,0,0,0,0
Usman Tariq,M,57,Quetta,Salaried,Alfalah,79300,667,388000,18,1,0,0,1
Danish Awan,M,46,Karachi,Salaried,Alfalah,156600,789,611000,24,1,0,0,0
Hassan Malik,M,55,Gujranwala,Salaried,Faysal Bank,45500,760,59000,48,0,0,1,0
Sameer Nawaz,M,28,Gujranwala,Contract,Standard Chartered,50200,590,846000,24,0,0,1,0
Taha Butt,M,27,Karachi,Self-Employed,JS Bank,173400,630,935000,60,0,0,1,0
Bilal Ali,M,49,Karachi,Salaried,Alfalah,56700,741,733000,12,0,0,1,0
Kashif Chaudhry,M,48,Lahore,Self-Employed,Standard Chartered,226700,677,588000,18,1,0,1,0
Nimra Shah,F,30,Lahore,Contract,MCB,45900,609,458000,24,1,0,0,0
Ahmed Aslam,M,54,Karachi,Salaried,Standard Chartered,188400,623,958000,60,1,1,1,0
Bushra Chaudhry,F,50,Karachi,Salaried,NBP,161000,831,57000,36,0,0,0,1
Awais Rashid,M,29,Peshawar,Salaried,UBL,48200,675,1725000,24,0,0,1,0
Amna Sheikh,F,45,Karachi,Self-Employed,UBL,139800,678,1367000,6,1,0,0,0
Danish Naseer,M,55,Peshawar,Salaried,HBL,56300,726,50000,24,0,0,1,0
Tufail Awan,M,51,Karachi,Salaried,Faysal Bank,82900,589,1563000,12,1,0,0,0
Ali Ahmed,M,37,Multan,Self-Employed,Askari,113700,787,963000,12,0,0,0,0
Taha Ali,M,53,Karachi,Salaried,UBL,27000,527,940000,6,0,0,0,0
Abdullah Ahmed,M,33,Karachi,Self-Employed,HBL,100900,775,609000,6,0,0,1,1
Bushra Siddiqui,F,59,Multan,Self-Employed,UBL,125300,716,1136000,48,0,0,1,0
Sahar Shah,F,60,Karachi,Business Owner,Askari,147500,736,578000,48,2,0,1,0
Sidra Malik,F,33,Karachi,Business Owner,HBL,75700,639,424000,18,0,0,0,0
Haroon Rehman,M,48,Lahore,Contract,MCB,83200,631,573000,18,0,0,0,0
Hussain Latif,M,59,Islamabad,Self-Employed,Faysal Bank,147200,793,558000,18,0,1,1,0
Sana Latif,F,32,Islamabad,Business Owner,Faysal Bank,205800,874,778000,12,0,0,1,0
Imran Raza,M,49,Karachi,Contract,Standard Chartered,197700,693,922000,36,0,0,0,0
Fariha Zafar,F,42,Hyderabad,Salaried,Meezan,169900,770,50000,48,2,0,1,1
Ibrahim Javed,M,38,Karachi,Salaried,Alfalah,78200,699,1044000,48,0,0,0,1
Muhammad Sheikh,M,46,Multan,Business Owner,NBP,129200,636,722000,18,0,0,1,0
Hamza Hussain,M,40,Rawalpindi,Salaried,UBL,136500,809,1149000,18,0,0,1,0
Ayla Amin,F,49,Karachi,Salaried,Askari,177000,662,892000,24,0,0,1,1
Taha Chaudhry,M,59,Islamabad,Business Owner,UBL,267800,727,50000,24,0,0,1,1
Sohail Tariq,M,29,Islamabad,Salaried,Faysal Bank,42100,691,898000,12,0,0,0,0
Shahzeb Rajput,M,28,Rawalpindi,Salaried,MCB,164500,715,558000,12,0,0,0,1
Shahzeb Mahmood,M,45,Faisalabad,Business Owner,Standard Chartered,83600,650,50000,18,0,0,0,0
Shahzeb Saleem,M,59,Lahore,Salaried,HBL,107200,697,479000,24,0,0,1,1
Mehak Amin,F,54,Rawalpindi,Salaried,JS Bank,163900,614,215000,48,0,0,1,0
Hamza Mehmood,M,37,Karachi,Salaried,Faysal Bank,82500,804,1104000,48,0,0,1,0
Sidra Rajput,F,53,Rawalpindi,Salaried,Alfalah,98400,703,1480000,24,1,0,0,0
Sahar Raza,F,57,Lahore,Business Owner,UBL,278600,676,954000,36,0,0,1,1
Sameer Rashid,M,32,Hyderabad,Business Owner,Alfalah,260000,722,1135000,48,0,0,0,1
Usman Amin,M,25,Multan,Salaried,Askari,140600,728,306000,6,1,1,1,0
Hussain Syed,M,59,Karachi,Salaried,Alfalah,36600,636,1117000,12,1,0,0,0
Farhan Raza,M,27,Faisalabad,Self-Employed,UBL,52900,596,550000,12,2,0,0,0
Imran Rashid,M,21,Islamabad,Salaried,Alfalah,125800,647,50000,24,1,0,1,0
Sidra Amin,F,33,Rawalpindi,Business Owner,JS Bank,190300,740,719000,18,0,0,0,1
Iqra Rashid,F,52,Karachi,Contract,Standard Chartered,111900,662,935000,24,2,1,0,0
Hina Malik,F,50,Faisalabad,Salaried,Faysal Bank,73400,599,1362000,36,0,0,0,0
Noman Latif,M,33,Karachi,Salaried,Meezan,117300,691,619000,12,0,0,1,0
Kiran Haider,F,48,Peshawar,Salaried,Meezan,166400,798,258000,48,0,0,0,1
Sara Qureshi,F,58,Lahore,Salaried,NBP,112600,675,976000,6,0,0,1,0
Faiz Awan,M,21,Karachi,Self-Employed,Askari,90700,563,753000,60,1,0,0,0
Ali Latif,M,55,Rawalpindi,Salaried,MCB,123700,619,498000,48,1,0,0,0
Hamza Naseer,M,45,Lahore,Salaried,Faysal Bank,141400,642,903000,36,1,0,0,0
Sohail Butt,M,56,Karachi,Salaried,Faysal Bank,103700,680,1323000,18,0,0,0,0
Hassan Gill,M,22,Rawalpindi,Self-Employed,Askari,153800,716,727000,24,1,0,1,0
Ali Amin,M,31,Lahore,Salaried,Faysal Bank,111800,734,2214000,18,0,0,0,0
Asad Mahmood,M,36,Karachi,Salaried,MCB,54900,671,201000,18,1,0,1,0
Nimra Mahmood,F,52,Islamabad,Business Owner,NBP,142000,615,869000,48,1,0,1,0
Hafsa Awan,F,48,Lahore,Salaried,Standard Chartered,165300,561,1053000,24,0,0,0,0
Sohail Malik,M,34,Karachi,Salaried,Faysal Bank,102400,695,50000,12,0,0,0,1
Ayesha Ahmed,F,30,Karachi,Salaried,Askari,211000,559,839000,12,0,0,1,1
Hina Farooq,F,38,Lahore,Salaried,Standard Chartered,35800,799,76000,18,0,0,1,1
Hussain Ali,M,27,Islamabad,Contract,Askari,118200,757,451000,48,0,0,0,1
Muhammad Tariq,M,57,Lahore,Salaried,HBL,146700,780,405000,48,2,1,0,0
Imran Ali,M,54,Quetta,Salaried,JS Bank,70100,663,396000,48,0,0,0,0
Awais Naseer,M,49,Lahore,Salaried,Faysal Bank,117700,683,2149000,48,0,0,1,0
Maryam Chaudhry,F,40,Peshawar,Salaried,Askari,25000,594,672000,24,1,0,1,0
Sameer Ali,M,46,Lahore,Salaried,Alfalah,122400,738,1118000,12,0,0,1,0
Usman Haider,M,31,Rawalpindi,Salaried,HBL,100000,567,296000,60,0,0,1,0
Hussain Saeed,M,26,Islamabad,Salaried,MCB,135900,662,969000,36,0,0,0,1
Awais Rajput,M,30,Karachi,Salaried,Meezan,146000,612,113000,24,0,0,1,1
Mehak Gill,F,42,Lahore,Salaried,Faysal Bank,110800,782,1876000,6,1,0,1,0
Awais Chaudhry,M,59,Rawalpindi,Salaried,Alfalah,67800,707,1109000,18,1,1,1,0
Bilal Rehman,M,25,Karachi,Self-Employed,UBL,67600,698,1019000,48,0,0,0,0
Ammar Butt,M,33,Lahore,Salaried,Standard Chartered,68900,656,602000,48,1,1,1,0
Hussain Javed,M,24,Rawalpindi,Salaried,NBP,133600,729,918000,12,1,0,0,0
Usman Iqbal,M,38,Faisalabad,Business Owner,JS Bank,179000,785,1696000,12,0,0,1,1
Faiz Farooq,M,58,Lahore,Contract,Faysal Bank,21200,788,701000,18,1,0,0,0
Muhammad Rehman,M,23,Faisalabad,Contract,Faysal Bank,171500,860,949000,48,2,0,1,0
Ali Malik,M,44,Multan,Salaried,Faysal Bank,133300,608,181000,12,0,0,1,1
Dania Saleem,F,27,Lahore,Salaried,JS Bank,97600,637,1433000,18,1,0,1,0
Danish Amin,M,21,Rawalpindi,Self-Employed,Standard Chartered,98900,733,878000,18,0,0,1,0
Rizwan Iqbal,M,42,Karachi,Contract,Askari,85100,681,1020000,48,1,0,1,0
Hina Ahmed,F,39,Karachi,Business Owner,Faysal Bank,234200,701,310000,18,0,0,1,1
Fatima Javed,F,57,Islamabad,Salaried,Faysal Bank,156000,574,221000,12,0,0,1,1
Ali Syed,M,32,Islamabad,Business Owner,Meezan,155500,736,614000,36,0,0,1,1
Zain Rashid,M,46,Karachi,Salaried,MCB,165300,645,1104000,18,0,0,0,0
Taha Raza,M,27,Islamabad,Salaried,Faysal Bank,154900,709,1020000,48,1,0,1,0
Noman Shah,M,44,Karachi,Contract,Standard Chartered,94400,666,898000,36,0,0,0,0
Maryam Aslam,F,53,Faisalabad,Contract,UBL,143900,603,145000,36,0,0,0,0
Faiz Mahmood,M,36,Lahore,Self-Employed,MCB,204200,799,206000,24,0,0,0,1
Sara Akhtar,F,27,Islamabad,Salaried,MCB,172700,722,828000,48,2,0,0,0
Laiba Khan,F,41,Sialkot,Salaried,JS Bank,145000,679,50000,12,1,1,1,1
Sameer Saleem,M,27,Lahore,Salaried,MCB,143300,610,375000,24,1,0,1,1
Noor Malik,F,46,Lahore,Salaried,Alfalah,80800,732,1008000,60,0,0,1,0
Sameer Ahmed,M,30,Karachi,Salaried,NBP,32600,713,1592000,24,2,0,1,0
Hira Rehman,F,47,Karachi,Salaried,MCB,131900,616,816000,12,0,0,1,0
Umar Iqbal,M,49,Quetta,Salaried,HBL,109400,712,1242000,18,0,1,1,0
Hamza Khan,M,60,Peshawar,Contract,Standard Chartered,87100,672,1207000,48,2,0,0,0
Anas Siddiqui,M,28,Multan,Salaried,MCB,57300,709,451000,12,1,0,0,0
Farhan Iqbal,M,58,Gujranwala,Salaried,Faysal Bank,153400,717,1681000,36,0,0,1,0
